input_data,predict,answer
L A N Y E T Y D G F K V S E E P V L P E K E V H P S L W F T K S D I Q K I K E K K N E D S F T A E L W E E I S N S P Y L T M E I P T D I P S A T D S D T D I H K Y Y G N M S R I A K Y N A F M Y L M T G K S E Y R L R A T E A L K R A F D G P I Y E M D P T V S G S G V D E I Y R A V W A Q N F A T A Y D W I Q P Y L S D E D D E I I R E R L A K E A Q V V Y E N L Y T W G P R P H N H L S K P A W G L G T L A L T L S D H P D A S K W L N R A L E A A N T N T L Y F F N K D G H Y R E G A H Y Y V Y S L V N L I P F L Y H Y K N V S G V N Y F P E Y K N I F E W A V K I R N G R G W M P N V E D S W I K P A P T H M V A S Q Y K D T D T D L H S T A K L A N I L Q W S Y F N T D F R P W E P D G S Y T G A S Y D D T W D I D Q Y L T Y D S T I E Q I K P D V S G T V F M N N S G Q T V F R S D W N F N N P N S R Y L L F Q G V A E A D N H Y H Y D H L S F I I H A E N Q M M A S D S G Y S R N S Y G E G I R T S W Y L T A E A H N V I T A N G E H P K D V S E N T T P V S R Y D M D T D F F D F Q E K E A V Y D G F T F P E K N S Y D F S G K Q I R A I G F P R Q D Y F V V A D Q L F S D K E V Q Y D L Y L H G G R G E M S G E G N Y R L W T Y E D D R Y G Q E A K M A A W V F P S K E S I F I D K E G E V N Y E A G A F N S Y G Y L N A R Q I A K D T M F M Q I I V P L S K Y A D I P E V V D L S T D D V V G G T V V K D N E K D T F M Q Q L N N A E N S L G D I T T D A T F A Y T N E N S N N E L Q H F S V R Q G T S L D Y K G E N I F V S N K P I T F A L D I S D E T Q Y K G T I A A L N E T V E L R V K N P V G V P T E S V V V N G E N I E F S V E D G Y T V I Q V A E G G D I N I N F G E G, # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # #,# # # # # # # # # # # # # # # # # # # # # # # # # # # # # H H H H H H H H H H H H H H H H H H H H H H H H H H # H H H H H H # # # # # # # # # # # H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H # # # # # # # # # # # # # # # # # # # # # H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H # # # H H H H H H H H H H H H H H H H H H # # # # H H H H H H H H H H H H H H H H H H H H # # # # # # # # # H H H H H H H H H H H H H H H H H H H H H H H H # # # # # # # H H H H H H H H H H H # # # # # # # # # # # # # # # # # # H H H H H H # # # # # # # # # # # # # H H H H H H H H H H H H # # H H H H H # # # # # # # # # # # # H H H H H H H H H H # # # # # # # # # # # # # # S S S # # # # S S S S S # # # # # # # # # # S S S S S S # # # # # # # # # # # # # # S S S S S S # # S S # # # # # # # # # # # # # H H H H H H H # # H H H H H # # S S S # # # # # # # # # # # # # # S S S S S S # # # # # # S S S S S S S # # # # # # # # # # # # # # # S S S S S S S S # H H H H # S S S S S S S S S # # # S S S S S S S S # # # # S S S # # # # S S S S S S # # # # # # # # S S S S S S S S # # # # # S S S S S S S S S # # # # # # # S S S S S S S S S S S S # # S S S S S S S S S S S # # # # # # S S S S # # # # # # S S S S S S S # # S S S S S S S # # # # # # S S S # # S S S # # # S S S S S S # # # # # S S S S S S S S S S S S S S # # S S S S S S S S S S S S S S S # # # # # S S S S S S # # # # # # S S S S S S # # # # # # S S S S S S # # S S S # S S S S # # S S S S S S # # # S S S S S S S # # #
Y Q L Q P L S L D S V P W R R Q P G Q Q V L W I G C S D S G C D E L E S S G L P A D E I F E Y R S L G N M M V D D L S C K A T L G Y A L D S L K I R N I V I C G H Y G C H I A S G E V N A G L Q K P W S S V L D T L R S T H R R T L D S L T G T E R D R A L V E L N V L E Q V H S L R Q S A E A A E A L Q K Q Q L N I W G M V Y D K A T K R G Y Q L I, # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,# # S S S # # # # # # # # # # # # # # # S S S S S S # # # H H H H H H H H # # H H H # S S S S S S H H H H # # # H H H H H H H H H H H H H H # # # # S S S S S S S # # # # # # # # # # # # # # # # H H H H H H H H H H H H H H H H H H H # H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H # # # S S S S S S S S # # # # S S S S S #
T P R G F V V H T A P V G L A D D G R D D F T V L A S T A P A T V S A V F T R S R F A G P S V V L C R E A V A D G Q A R G V V V L A R N A N V A T G L E G E E N A R E V R E A V A R A L G L P E G E M L I A S T G V I G R Q Y P M E S I R E H L K T L E W P A G E G G F D R A A R A I M T T D T R P K E V R V S V G G A T L V G I A K G V G M L E P D M A, # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,# # # # S S S S S S # # # # # # # # # # # S S S S S S # # # S S S S S S S # # # # # # H H H H H H H H H H H H # # # # # S S S S S S # # # # # # H H H H H H H H H H H H H H H H H H H H # # H H H # S S S S S S # # # # # # # H H H H H H H H H H # # # # # # # # # H H H H H H H H H # # # # # # # S S S S S S S # # S S S S S S S S # # # # # # # # # #
M E A D A R S I Y V G N V D Y G A T A E E L E A H F H G C G S V N R V T I L C D K F S G H P K G F A Y I E F S D K E S V R T S L A L D E S L F R G R Q I K V I P K R T N R P G I L E H H H H H H, # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # ,# # H H H # S S S S S # # # # # # H H H H H H H H H H H H H # S S S S S S S S # # # # # # # # S S S S S S S # # H H H H H H H H H H H # # S S # # S S # S S S S # # # # # # # # # # # # # # # #
A Y N P Y P E D Y G D I E I G, # # # # # # # # # # # # # # # # # # # # H,# # # # H H H H H S S S S S #
M D F E T G E H Q Y Q Y K D I L S V F E D A F V D N F D C K D V Q D M P K S I L S K E E I D H I I M S K D A V S G T L R L F W T L L S K Q E E M V Q K F V E E V L R I N Y K F L M S P I K T E Q R Q P S M M T R M Y I E Q R D R L Y N D N Q V F A K Y N V S R L Q P Y L K L R Q A L L E L R P A K N V L I D G V L G S G K T W V A L D V C L S Y K V Q C K M D F K I F W L N L K N C N S P E T V L E M L Q K L L Y Q I D P N W T S R S D H S S N I K L R I H S I Q A E L R R L L K S K P Y E N C L L V L L N V Q N A K A W N A F N L S C K I L L T T R F K Q V T D F L S A A T T T H I S L D H H S M T L T P D E V K S L L L K Y L D C R P Q D L P R E V L T T N P R R L S I I A E S I R D G L A T W D N W K H V N C D K L T T I I E S S L N V L E P A E Y R K M F D R L S V F P P S A H I P T I L L S L I W F D V I K S D V M V V V N K L H K Y S L V E K Q P K E S T I S I P S I Y L E L K V K L E N E Y A L H R S I V D H Y N I P K T F D S D D L I P P Y L D Q Y F Y S H I G H H L K N I E H P E R M T L F R M V F L D F R F L E Q K I R H D S T A W N A S G S I L N T L Q Q L K F Y K P Y I C D N D P K Y E R L V N A I L D F L P K I E E N L I C S K Y T D L L R I A L M A E D E A I F E E A H K Q V Q R X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X, # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # #,# # # # # # # # # # # # # # # H H H H H # # # # # # # # # # # # # # # # # # # # H H H H H H H H H H # # H H H H H H H H H H H H H H # # H H H H H H H H H H H # # # # # H H H H H H H H H H H H H H # H H H H H H H H H H H H H H H H H H H H H H H H H # # H H H H H H H H H H H H H H H # # # # S S S S # # # # # # H H H H H H H H H H H H H H H H H H # # # # # S S S S # # # # # H H H H H H H H H H H H H H H H H # # # H H H H H # # # # # H H H H H H H H H H H H H H H H # # # # # # # S S S S S # # # H H H H H H H H H # # # S S # # # # # H H H H H H # # # # # # S S S S # # # # # # # # # # # H H H H H H H H H H H H # # # # H H H H H # # # # H H H H H H H H H H H H H H # # # H H H H H H H # # # # H H H H H H # # # # # # # # # # H H H H H H H H H H H H # # # # S S H H H H H H H H # # # # # # # H H H H H H H H H H H H H # # # # # # # # # # S S # H H H H H H H H H H H H # # # H H H H H H H H H H H H H H H H # # # # # # # # # # # H H H H H H H H H H H H H H H H H H H H H H H # # # # H H H H H H H H H H H # # # # # # # # # # # # # # H H H H H H H H H H H H # # # # H H H H H H H H H H H H H H H H H # # # # # # # # H H H H H H H H H # # # # H H H H H H H H H H H H H # # S S S # # # # # S S S S S S # # # # # S S S S S S # # # # S S S S S # # # # # S S S S S # # # # # # S S S S S S # # # # # S S S S S S # # # S S S S S S # # # # # # # S S # # # S S S S # # # # # # # S S S S S # # # # # S S S S S # # # # # S S S S S # # # S S S S # # # S S S S S # # # # S S S S S S # H H H # S S S S S S # # # # # # # # # # # # # # S S S S S # # # S S S S S # # # # S S S S S # # # # # # S S S S # # # # # S S S S S # # S S S S S # # # S S S S S S # # # # # # S S S S S S # # # # # S S S S S S # # # # S S S S S H H H H H H # # # # # S S S S S S S S # # # S S S S S S S # # S S S S S # # S S S # # # # # S S S S # # # S S S S # # # # S S S # # # # # S S S # # # # S S # # # # S S S # # # # # S S S S # # # S S # # # # # # # S S S S S S # # S S S S S S # # # S S S S S S # # # # S S S S # # # # # S S # # # # S S # # # # # # S S # # # # # # # # # # S S S S S S # # # S S S S S # # # # S S S S # # # # # # # # # S S S S # # # # # # S S S S # # S S # # # # # # # # # # # # # S S # # # # # # S S S S # # # # # S S S S # #
V I P V A S P D P A L V N N P V V A A T E P S V V K I R S L A P R C Q K V L E G T G F V I S P D R V M T N A H V V A G S N N V T V Y A G D K P F E A T V V S Y D P S V D V A I L A V P H L P P P P L V F A A E P A K T G A D V V V L G Y P G G G N F T A T P A R I R E A I R L S G P D I Y G D P E P V T R D V Y T I R A D V E Q G D A G G P L I D L N G Q V L G V V F G A A I D D A E T G F V L T A G E V A G Q L A K I G A T Q P V G T G A C V S, # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # ,# # # # # # # H H H H H H H H H H H H H H # # S S S S S S # # # # # # # # S S S S S S S S S # # S S S S S H H H H H # # # # S S S S # # # # S S S S S S S S # # # # # # S S S S S # # # # # # # # # # # # # # # # # # # # S S S S S S H H H H H # # S S S S S S S S S S S S S S # # # # # # # # # # # S S S S S S S S # # # H H H H H # # S S S # # # # # S S S S S S S S # # # # # # S S S S S S H H H H H H H H H H H H H H H # # # # # # # # #
M H K R P V P A K R Y D N V T I L F S G I V G F N A F C S K H A S G E G A M K I V N L L N D L Y T R F D T L T D S R K N P F V Y K V E T V C D K Y M T V S G L P E P C I H H A R S I C H L A L D M M E I A G Q V Q V D G E S V Q I T I G I H T G E V V T G V I G Q R M P R Y S L F G N T V N L T S R T E T T G E K G K I N V S E Y T Y R C L M S P E N S D P Q F H L E H R G P V S M K G K K E P M Q V W F L S R K N T G T E E T K Q D D D A E N L Y F Q, # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # ,# # # # # # # # S S S S S S S S S S S S S # H H H H H H H H # # H H H H H H H H H H H H H H H H H H H H H H H H # # # # # # # S S S # # # # # # S S S S S # # # # # # # H H H H H H H H H H H H H H H H H H # # S S # # S S # # S S S S S S S S S S S S S S S # # # # # S S S S S H H H H H H H H H H H H H # # # # # S S S S H H H H H H H H # # # # # # # # S S S S S S S S S # # # # # # # # S S S S S S S S # # # # # # # # # # # # # # # # # # # #
M N V T S I A L R A E T W L L A A W H V K V P P M W L E A C I N W I Q E E N N N V N L S Q A Q M N K Q V F E Q W L L T D L R D L E H P L L P D G I L E I P K G E L N G F Y A L Q I N S L V D V S Q P A Y S Q I Q K L R G K N T T N D L V T A E A Q V T P K P W E A K P S R M L M L Q L T D G I V Q I Q G M E Y Q P I P I L H S D L P P G T K I L I Y G N I S F R L G V L L L K P E N V K V L G G E V D A L L E E Y A Q E K V L A R L I G E P D L V V S, # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # ,# # H H H H H H H H H H H H H H H H H # # # H H H H H H H H H H H H H H H H # # # # # H H H H H H H H H H H H H H H H H H H H H # # # # # # # # # # # # # S S S S # # # S S S S S S S S S S # # # H H H H H H H H H H # # # # H H H H H # # # # # # # # # # # # # # # # # # S S S S S S # # # # S S S S S S # # # # # # # # # # # # # # # S S S S # # # S S S S # # S S S S H H H # S S S S S # # H H H H H H H H H H H H H H H H H H # # # # # # # #
G E P D S L E V L V K T L D S Q T R T F I V G A Q M N V K E F K E H I A A S V S I P S E K Q R L I Y Q G R V L Q D D K K L Q E Y N V G G K V I H L V E R A P P Q T H L P S G A S S G, # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # ,# # # # S S S S S S S S # # # # S S S S S S S # # # H H H H H H H H H H H H H H # H H H # S S S S S # # S S # # # # # H H H H H H # # # S S S S S S S # # # # # # # # # # # # # # #
G S P R E S K L S K Q E G Q N Y G F F L R I E K D T D G H L I R V I E E G S P A E K A G L L D G D R V L R I N G V F V D K E E H A Q V V E L V R K S G N S V T L L V L D G D S Y E K A V K N Q V D L K E L D I A A C S L C, # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # H H H H H H H H H H H H H H H H H H,# # # S S S S S S # # # # # # # # # S S S # # # # # # # # S S S # # # # # H H H H H H # # # # # # S S S S S # # S S # # # # H H H H H H H H H H H H # # S S S S S S S H H H H H H H H H H H # # H H H H H # # # S S S S S
